ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
TOC,"2,6-diammonio-2,3,6-trideoxy-alpha-D-glucopyranose","2,3,6-TRIDEOXY-2,6-DIAMINO GLUCOSE; 2,6-diammonio-2,3,6-trideoxy-alpha-D-glucose; 2,6-diammonio-2,3,6-trideoxy-D-glucose; 2,6-diammonio-2,3,6-trideoxy-glucose",glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TOC,TOC,FALSE,TOC,,,TOC,TRUE,alpha_only,alpha,glucopyranose,"2,6-diammonio-2,3,6-trideoxy-alpha-d-glucopyranose"
DRI,"2,6-dideoxy-4-O-methyl-beta-D-glucopyranose","4-O-METHYL-2,6-DIDEOXY-BETA-D-GLUCOSE; 4-O-METHYL-2,6-DIDEOXY-BETA-D-MANNOSE; 2,6-dideoxy-4-O-methyl-beta-D-glucose; 2,6-dideoxy-4-O-methyl-D-glucose; 2,6-dideoxy-4-O-methyl-glucose",glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DRI,DRI,FALSE,,DRI,,DRI,TRUE,beta_only,beta,glucopyranose,"2,6-dideoxy-4-o-methyl-beta-d-glucopyranose"
NLC,2-(ACETYLAMINO)-2-DEOXY-4-O-BETA-D-GALACTOPYRANOSYL-ALPHA-D-GLUCOPYRANOSE,,glucose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NLC,NLC,FALSE,NLC,,,NLC,TRUE,alpha_only,alpha,glucopyranose,2-(acetylamino)-2-deoxy-4-o-beta-d-galactopyranosyl-alpha-d-glucopyranose
BG8,2-(benzoylamino)-2-deoxy-beta-D-glucopyranose,N-benzoyl-beta-D-glucosamine; 2-(benzoylamino)-2-deoxy-beta-D-glucose; 2-(benzoylamino)-2-deoxy-D-glucose; 2-(benzoylamino)-2-deoxy-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BG8,BG8,FALSE,,BG8,,BG8,TRUE,beta_only,beta,glucopyranose,2-(benzoylamino)-2-deoxy-beta-d-glucopyranose
BGN,2-(butanoylamino)-2-deoxy-beta-D-glucopyranose,N-BUTANOYL-2-AMINO-2-DEOXY-GLUCOPYRANOSIDE; N-BUTANOYL-GLUCOSAMINE; N-butanoyl-beta-D-glucosamine; 2-(butanoylamino)-2-deoxy-beta-D-glucose; 2-(butanoylamino)-2-deoxy-D-glucose; 2-(butanoylamino)-2-deoxy-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BGN,BGN,FALSE,,BGN,,BGN,TRUE,beta_only,beta,glucopyranose,2-(butanoylamino)-2-deoxy-beta-d-glucopyranose
GYV,2-acetamido-1-O-carbamoyl-2-deoxy-alpha-D-glucopyranose,2-(ACETYLAMINO)-1-O-CARBAMOYL-2-DEOXY-ALPHA-D-GLUCOPYRANOSE; 2-acetamido-1-O-carbamoyl-2-deoxy-alpha-D-glucose; 2-acetamido-1-O-carbamoyl-2-deoxy-D-glucose; 2-acetamido-1-O-carbamoyl-2-deoxy-glucose,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GYV,GYV,FALSE,GYV,,,GYV,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-1-o-carbamoyl-2-deoxy-alpha-d-glucopyranose
GYU,2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-alpha-D-glucopyranose,2-(ACETYLAMINO)-2-DEOXY-1-O-(PROPYLCARBAMOYL)-ALPHA-D-GLUCOPYRANOSE; N-acetyl-1-O-(propylcarbamoyl)-alpha-D-glucosamine; 2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-alpha-D-glucose; 2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-D-glucose; 2-acetamido-2-deoxy-1-O-(propylcarbamoyl)-glucose,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GYU,GYU,FALSE,GYU,,,GYU,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-2-deoxy-1-o-(propylcarbamoyl)-alpha-d-glucopyranose
GN1,2-acetamido-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,2-(ACETYLAMINO)-2-DEOXY-1-O-PHOSPHONO-ALPHA-D-GLUCOPYRANOSE; N-ACETYL-D-GLUCOSAMINE-1-PHOSPHATE; N-acetyl-1-O-phosphono-alpha-D-glucosamine; 2-acetamido-2-deoxy-1-O-phosphono-alpha-D-glucose; 2-acetamido-2-deoxy-1-O-phosphono-D-glucose; 2-acetamido-2-deoxy-1-O-phosphono-glucose,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GN1,GN1,FALSE,GN1,,,GN1,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-2-deoxy-1-o-phosphono-alpha-d-glucopyranose
GN4,2-acetamido-2-deoxy-4-O-phosphono-beta-D-glucopyranose,2-(acetylamino)-2-deoxy-4-O-phosphono-beta-D-glucopyranose; 2-acetamido-2-deoxy-4-O-phosphono-beta-D-glucose; 2-acetamido-2-deoxy-4-O-phosphono-D-glucose; 2-acetamido-2-deoxy-4-O-phosphono-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GN4,GN4,FALSE,,GN4,,GN4,TRUE,beta_only,beta,glucopyranose,2-acetamido-2-deoxy-4-o-phosphono-beta-d-glucopyranose
16G,2-acetamido-2-deoxy-6-O-phosphono-alpha-D-glucopyranose,N-ACETYL-D-GLUCOSAMINE-6-PHOSPHATE; N-acetyl-6-O-phosphono-alpha-D-glucosamine; 2-acetamido-2-deoxy-6-O-phosphono-alpha-D-glucose; 2-acetamido-2-deoxy-6-O-phosphono-D-glucose; 2-acetamido-2-deoxy-6-O-phosphono-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,16G,16G,FALSE,16G,,,16G,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-2-deoxy-6-o-phosphono-alpha-d-glucopyranose
4QY,2-acetamido-2-deoxy-6-O-phosphono-beta-D-glucopyranose,beta-N-acetylglucosamine-6-phosphate; N-acetyl-6-O-phosphono-beta-D-glucosamine; 2-acetamido-2-deoxy-6-O-phosphono-beta-D-glucose; 2-acetamido-2-deoxy-6-O-phosphono-D-glucose; 2-acetamido-2-deoxy-6-O-phosphono-glucose,n-acetylglucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4QY,4QY,FALSE,,4QY,,4QY,TRUE,beta_only,beta,glucopyranose,2-acetamido-2-deoxy-6-o-phosphono-beta-d-glucopyranose
NGY,2-acetamido-2-deoxy-6-O-sulfo-alpha-D-glucopyranose,2-(acetylamino)-2-deoxy-6-O-sulfo-alpha-D-glucopyranose; N-acetyl-6-O-sulfo-alpha-D-glucosamine; 2-acetamido-2-deoxy-6-O-sulfo-alpha-D-glucose; 2-acetamido-2-deoxy-6-O-sulfo-D-glucose; 2-acetamido-2-deoxy-6-O-sulfo-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NGY,NGY,FALSE,NGY,,,NGY,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-2-deoxy-6-o-sulfo-alpha-d-glucopyranose
NGS,2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranose,2-(acetylamino)-2-deoxy-6-O-sulfo-beta-D-glucopyranose; N-ACETYL-D-GLUCOSAMINE-6-SULFATE; N-acetyl-6-O-sulfo-beta-D-glucosamine; 2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucose; 2-acetamido-2-deoxy-6-O-sulfo-D-glucose; 2-acetamido-2-deoxy-6-O-sulfo-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NGS,NGS,FALSE,,NGS,,NGS,TRUE,beta_only,beta,glucopyranose,2-acetamido-2-deoxy-6-o-sulfo-beta-d-glucopyranose
NDG,2-acetamido-2-deoxy-alpha-D-glucopyranose,N-acetyl-alpha-D-glucosamine; 2-acetamido-2-deoxy-alpha-D-glucose; 2-acetamido-2-deoxy-D-glucose; 2-acetamido-2-deoxy-glucose; 2-(ACETYLAMINO)-2-DEOXY-A-D-GLUCOPYRANOSE,n-acetylglucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NDG,NDG,FALSE,NDG,NAG,anomer_group_36,"NAG, NDG",FALSE,both,alpha,glucopyranose,2-acetamido-2-deoxy-alpha-d-glucopyranose
NGZ,2-acetamido-2-deoxy-alpha-L-glucopyranose,N-acetyl-alpha-L-glucosamine; 2-acetamido-2-deoxy-alpha-L-glucose; 2-acetamido-2-deoxy-L-glucose; 2-acetamido-2-deoxy-glucose; 2-(ACETYLAMINO)-2-DEOXY-ALPHA-L-GLUCOPYRANOSE,n-acetylglucosamine,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NGZ,NGZ,FALSE,NGZ,,,NGZ,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-2-deoxy-alpha-l-glucopyranose
NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,N-acetyl-beta-D-glucosamine; 2-acetamido-2-deoxy-beta-D-glucose; 2-acetamido-2-deoxy-D-glucose; 2-acetamido-2-deoxy-glucose; N-ACETYL-D-GLUCOSAMINE,n-acetylglucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NAG,NAG,FALSE,NDG,NAG,anomer_group_36,"NAG, NDG",FALSE,both,beta,glucopyranose,2-acetamido-2-deoxy-beta-d-glucopyranose
491,2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,2-(acetylamino)-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-alpha-D-glucopyranose; N-acetyl-3-O-[(1R)-1-carboxyethyl]-1-O-phosphono-alpha-D-glucosamine; 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-alpha-D-glucose; 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-D-glucose; 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-1-O-phosphono-glucose,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,491,491,FALSE,491,,,491,TRUE,alpha_only,alpha,glucopyranose,2-acetamido-3-o-[(1r)-1-carboxyethyl]-2-deoxy-1-o-phosphono-alpha-d-glucopyranose
NM6,2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranose,"(2R)-2-[(2R,3S,4R,5R,6R)-5-acetamido-2-(hydroxymethyl)-3,6-bis(oxidanyl)oxan-4-yl]oxypropanamide; N-acetyl-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-beta-D-glucosamine; 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucose; 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-D-glucose; 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-glucose",glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NM6,NM6,FALSE,,NM6,,NM6,TRUE,beta_only,beta,glucopyranose,2-acetamido-3-o-[(2r)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-d-glucopyranose
UDC,"2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-D-glucopyranose","2-(acetylamino)-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-D-glucopyranose; N-acetyl-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-alpha-D-glucosamine; 2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-D-glucose; 2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-D-glucose; 2-acetamido-3-O-[(2S,3S)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-glucose",glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,UDC,UDC,FALSE,UDC,,,UDC,TRUE,alpha_only,alpha,glucopyranose,"2-acetamido-3-o-[(2s,3s)-2-carboxy-3,4-dihydroxybutan-2-yl]-2-deoxy-alpha-d-glucopyranose"
GP1,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,GLUCOSAMINE 1-PHOSPHATE; 1-O-phosphono-alpha-D-glucosamine; 2-amino-2-deoxy-1-O-phosphono-alpha-D-glucose; 2-amino-2-deoxy-1-O-phosphono-D-glucose; 2-amino-2-deoxy-1-O-phosphono-glucose,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GP1,GP1,FALSE,GP1,,,GP1,TRUE,alpha_only,alpha,glucopyranose,2-amino-2-deoxy-1-o-phosphono-alpha-d-glucopyranose
L1L,2-amino-2-deoxy-1-O-phosphono-alpha-D-glucopyranose,"[(2R,3R,4R,5S,6R)-3-azanyl-6-(hydroxymethyl)-4,5-bis(oxidanyl)oxan-2-yl] dihydrogen phosphate; 2-amino-2-deoxy-1-O-phosphono-alpha-D-glucose; 2-amino-2-deoxy-1-O-phosphono-D-glucose; 2-amino-2-deoxy-1-O-phosphono-glucose",glucose,D-saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,L1L,L1L,FALSE,L1L,,,L1L,TRUE,alpha_only,alpha,glucopyranose,2-amino-2-deoxy-1-o-phosphono-alpha-d-glucopyranose
GP4,2-amino-2-deoxy-4-O-phosphono-alpha-D-glucopyranose,GLUCOSAMINE 4-PHOSPHATE; N-acetyl-4-O-phosphono-alpha-D-glucosamine; 2-amino-2-deoxy-4-O-phosphono-alpha-D-glucose; 2-amino-2-deoxy-4-O-phosphono-D-glucose; 2-amino-2-deoxy-4-O-phosphono-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GP4,GP4,FALSE,GP4,,,GP4,TRUE,alpha_only,alpha,glucopyranose,2-amino-2-deoxy-4-o-phosphono-alpha-d-glucopyranose
Z9M,2-amino-2-deoxy-4-O-phosphono-beta-D-glucopyranose,4-O-phosphono-beta-D-glucosamine; 2-amino-2-deoxy-4-O-phosphono-beta-D-glucose; 2-amino-2-deoxy-4-O-phosphono-D-glucose; 2-amino-2-deoxy-4-O-phosphono-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z9M,Z9M,FALSE,,Z9M,,Z9M,TRUE,beta_only,beta,glucopyranose,2-amino-2-deoxy-4-o-phosphono-beta-d-glucopyranose
GLP,2-amino-2-deoxy-6-O-phosphono-alpha-D-glucopyranose,GLUCOSAMINE 6-PHOSPHATE; 6-O-phosphono-alpha-D-glucosamine; 2-amino-2-deoxy-6-O-phosphono-alpha-D-glucose; 2-amino-2-deoxy-6-O-phosphono-D-glucose; 2-amino-2-deoxy-6-O-phosphono-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GLP,GLP,FALSE,GLP,,,GLP,TRUE,alpha_only,alpha,glucopyranose,2-amino-2-deoxy-6-o-phosphono-alpha-d-glucopyranose
4R1,2-amino-2-deoxy-6-O-phosphono-beta-D-glucopyranose,beta-glucosamine-6-phosphate; 6-O-phosphono-beta-D-glucosamine; 2-amino-2-deoxy-6-O-phosphono-beta-D-glucose; 2-amino-2-deoxy-6-O-phosphono-D-glucose; 2-amino-2-deoxy-6-O-phosphono-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4R1,4R1,FALSE,,4R1,,4R1,TRUE,beta_only,beta,glucopyranose,2-amino-2-deoxy-6-o-phosphono-beta-d-glucopyranose
3LJ,2-amino-2-deoxy-6-O-sulfo-alpha-D-glucopyranose,N-acetyl-6-O-sulfo-alpha-D-glucosamine; 2-amino-2-deoxy-6-O-sulfo-alpha-D-glucose; 2-amino-2-deoxy-6-O-sulfo-D-glucose; 2-amino-2-deoxy-6-O-sulfo-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,3LJ,3LJ,FALSE,3LJ,,,3LJ,TRUE,alpha_only,alpha,glucopyranose,2-amino-2-deoxy-6-o-sulfo-alpha-d-glucopyranose
PA1,2-amino-2-deoxy-alpha-D-glucopyranose,alpah-D-glucosamine; 2-amino-2-deoxy-alpha-D-glucose; 2-amino-2-deoxy-D-glucose; 2-amino-2-deoxy-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PA1,PA1,FALSE,PA1,GCS,anomer_group_27,"GCS, PA1",FALSE,both,alpha,glucopyranose,2-amino-2-deoxy-alpha-d-glucopyranose
GCS,2-amino-2-deoxy-beta-D-glucopyranose,beta-D-glucosamine; 2-amino-2-deoxy-beta-D-glucose; 2-amino-2-deoxy-D-glucose; 2-amino-2-deoxy-glucose; D-GLUCOSAMINE,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCS,GCS,FALSE,PA1,GCS,anomer_group_27,"GCS, PA1",FALSE,both,beta,glucopyranose,2-amino-2-deoxy-beta-d-glucopyranose
WUN,2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucopyranose,"(2S,3R,4R,5S,6R)-3-azanyl-5-[(4-chlorophenyl)methoxy]-6-(hydroxymethyl)oxane-2,4-diol; 4-chlorobenzyl-alpha-D-glucosamine; 2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucose; 2-amino-4-O-(4-chlorobenzyl)-2-deoxy-D-glucose; 2-amino-4-O-(4-chlorobenzyl)-2-deoxy-glucose",glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,WUN,WUN,FALSE,WUN,,,WUN,TRUE,alpha_only,alpha,glucopyranose,2-amino-4-o-(4-chlorobenzyl)-2-deoxy-alpha-d-glucopyranose
YKR,2-amino-4-O-benzyl-2-deoxy-alpha-D-glucopyranose,4-benzyl-alpha-D-glucosamine; 2-amino-4-O-benzyl-2-deoxy-alpha-D-glucose; 2-amino-4-O-benzyl-2-deoxy-D-glucose; 2-amino-4-O-benzyl-2-deoxy-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YKR,YKR,FALSE,YKR,,,YKR,TRUE,alpha_only,alpha,glucopyranose,2-amino-4-o-benzyl-2-deoxy-alpha-d-glucopyranose
SN5,2-deoxy-2-(ethanethioylamino)-beta-D-glucopyranose,N-ethanethioyl-beta-D-glucosamine; 2-deoxy-2-(ethanethioylamino)-beta-D-glucose; 2-deoxy-2-(ethanethioylamino)-D-glucose; 2-deoxy-2-(ethanethioylamino)-glucose,glucosamine,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SN5,SN5,FALSE,,SN5,,SN5,TRUE,beta_only,beta,glucopyranose,2-deoxy-2-(ethanethioylamino)-beta-d-glucopyranose
GNS,2-deoxy-2-(sulfoamino)-alpha-D-glucopyranose,N-SULFO-ALPHA-D-GLUCOSAMINE; 2-deoxy-2-(sulfoamino)-alpha-D-glucose; 2-deoxy-2-(sulfoamino)-D-glucose; 2-deoxy-2-(sulfoamino)-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GNS,GNS,FALSE,GNS,,,GNS,TRUE,alpha_only,alpha,glucopyranose,2-deoxy-2-(sulfoamino)-alpha-d-glucopyranose
TMX,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranose,2-deoxy-2-(trimethylammonio)-beta-D-glucose; 2-deoxy-2-(trimethylammonio)-D-glucose; 2-deoxy-2-(trimethylammonio)-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TMX,TMX,FALSE,,TMX,,TMX,TRUE,beta_only,beta,glucopyranose,2-deoxy-2-(trimethylammonio)-beta-d-glucopyranose
TCG,2-deoxy-2-(trimethylammonio)-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acety lamino)-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose,TMG-chitotriomycin,tmg chitotriomycin,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TCG,TCG,FALSE,,TCG,,TCG,TRUE,beta_only,beta,glucopyranose,2-deoxy-2-(trimethylammonio)-beta-d-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranosyl-(1->4)-2-(acety lamino)-2-deoxy-beta-d-glucopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranose
GFP,2-deoxy-2-fluoro-1-O-phosphono-alpha-D-glucopyranose,2-DEOXY-2-FLUORO-ALPHA-D-GLUCOSE-1-PHOSPHATE; 2-deoxy-2-fluoro-1-O-phosphono-alpha-D-glucose; 2-deoxy-2-fluoro-1-O-phosphono-D-glucose; 2-deoxy-2-fluoro-1-O-phosphono-glucose,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GFP,GFP,FALSE,GFP,,,GFP,TRUE,alpha_only,alpha,glucopyranose,2-deoxy-2-fluoro-1-o-phosphono-alpha-d-glucopyranose
G2F,2-deoxy-2-fluoro-alpha-D-glucopyranose,2-deoxy-2-fluoro-alpha-D-glucose; 2-deoxy-2-fluoro-D-glucose; 2-deoxy-2-fluoro-glucose,glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,G2F,G2F,FALSE,G2F,SHG,anomer_group_22,"G2F, SHG",FALSE,both,alpha,glucopyranose,2-deoxy-2-fluoro-alpha-d-glucopyranose
SHG,2-deoxy-2-fluoro-beta-D-glucopyranose,2-deoxy-2-fluoro-beta-D-glucose; 2-deoxy-2-fluoro-D-glucose; 2-deoxy-2-fluoro-glucose,glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SHG,SHG,FALSE,G2F,SHG,anomer_group_22,"G2F, SHG",FALSE,both,beta,glucopyranose,2-deoxy-2-fluoro-beta-d-glucopyranose
YX1,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-D-glucopyranose,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-D-glucose; 2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-D-glucose; 2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-glucose,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YX1,YX1,FALSE,,YX1,,YX1,TRUE,beta_only,beta,glucopyranose,2-deoxy-2-{[(2-hydroxy-1-methylhydrazino)carbonyl]amino}-beta-d-glucopyranose
OTG,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucopyranose,ORTHO-TOLUOYLGLUCOSAMINE; N-[(2-methylphenyl)carbonyl]-alpha-D-glucosamine; 2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-D-glucose; 2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-D-glucose; 2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,OTG,OTG,FALSE,OTG,,,OTG,TRUE,alpha_only,alpha,glucopyranose,2-deoxy-2-{[(2-methylphenyl)carbonyl]amino}-alpha-d-glucopyranose
NNG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-alpha-D-glucopyranose,N-ACETYLPHOSPHONOAMIDATE-D-GLUCOSAMINE-6-PHOSPHATE; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-alpha-D-glucose; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-D-glucose; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-6-O-phosphono-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NNG,NNG,FALSE,NNG,,,NNG,TRUE,alpha_only,alpha,glucopyranose,2-deoxy-2-{[(s)-hydroxy(methyl)phosphoryl]amino}-6-o-phosphono-alpha-d-glucopyranose
MQG,2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-beta-D-glucopyranose,"~{N}-[(2~{R},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-2,4,5-tris(oxidanyl)oxan-3-yl]-methyl-phosphonamidic acid; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-beta-D-glucose; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-D-glucose; 2-deoxy-2-{[(S)-hydroxy(methyl)phosphoryl]amino}-glucose",glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MQG,MQG,FALSE,,MQG,,MQG,TRUE,beta_only,beta,glucopyranose,2-deoxy-2-{[(s)-hydroxy(methyl)phosphoryl]amino}-beta-d-glucopyranose
4V5,2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-D-glucopyranose,N-[3-(4-hydroxyphenyl)propanoyl]-alpha-D-glucosamine; 2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-D-glucose; 2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-D-glucose; 2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-glucose,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4V5,4V5,FALSE,4V5,,,4V5,TRUE,alpha_only,alpha,glucopyranose,2-deoxy-2-{[3-(4-hydroxyphenyl)propanoyl]amino}-alpha-d-glucopyranose
